ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
TGO,Togo,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","289,286.92","280,517.56","265,299.91","217,002.90","241,368.97","281,436.10","262,901.22","264,696.07","250,718.23","249,262.00","239,665.20","234,954.43","237,455.71","246,836.03","238,096.43","221,048.35","220,900.30","212,495.28","215,227.18","221,093.94","228,357.21","236,553.72","245,411.68","253,628.45","261,733.75","269,753.60","277,760.30","282,921.10","289,502.50","296,801.80","304,864.17","313,472.67","322,324.25","331,425.78","340,784.30",2016
TGO,Togo,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,553.62","1,506.53","1,424.80","1,165.42","1,296.28","1,511.46","1,411.92","1,421.56","1,346.49","1,338.67","1,287.13","1,261.83","1,275.26","1,325.64","1,278.70","1,187.15","1,186.35","1,141.21","1,155.88","1,187.39","1,226.40","1,270.42","1,317.99","1,362.12","1,405.65","1,448.72","1,491.72","1,519.44","1,554.78","1,593.98","1,637.28","1,683.51","1,731.05","1,779.93","1,830.19",2016
TON,Tonga,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,240.05","6,568.73","6,287.73","6,252.51","6,393.64","6,658.24","6,655.74","6,392.35","6,569.59","6,686.41","6,728.67","6,913.20","7,041.05","7,080.03","7,134.59","7,131.91","6,926.17","6,860.80","7,030.38","7,219.65","7,366.43","7,482.12","7,443.00","7,378.13","7,546.07","7,891.94","8,359.76","8,593.98","8,731.39","9,049.22","9,394.21","9,677.35","9,924.61","10,146.57","10,361.09",2018
TON,Tonga,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,904.58","4,110.25","3,934.42","3,912.38","4,000.69","4,166.26","4,164.69","3,999.88","4,110.79","4,183.89","4,210.33","4,325.79","4,405.79","4,430.18","4,464.32","4,462.64","4,333.91","4,293.00","4,399.12","4,517.54","4,609.39","4,681.78","4,657.30","4,616.71","4,721.80","4,938.22","5,230.95","5,377.51","5,463.49","5,662.36","5,878.23","6,055.40","6,210.12","6,349.01","6,483.24",2018
TTO,Trinidad and Tobago,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","45,054.08","46,153.90","50,500.96","49,884.10","51,419.31","53,179.17","56,820.96","60,983.37","65,840.66","70,998.68","75,706.47","78,234.72","83,472.17","94,596.34","101,018.11","106,445.41","120,961.72","125,519.63","129,041.84","122,237.33","125,850.89","124,980.24","123,500.27","125,355.57","123,567.49","125,246.67","116,676.51","114,161.60","114,010.02","113,510.76","114,696.24","116,812.44","118,608.63","120,016.46","121,504.63",2017
TTO,Trinidad and Tobago,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","11,336.42","11,613.15","12,706.95","12,551.74","12,938.03","13,380.84","14,297.18","15,344.52","16,566.70","17,864.55","19,049.11","19,685.27","21,003.10","23,802.15","25,417.98","26,783.58","30,436.15","31,583.00","32,469.25","30,757.12","31,666.35","31,447.28","31,074.89","31,541.72","31,091.81","31,514.32","29,357.91","28,725.12","28,686.98","28,561.35","28,859.64","29,392.12","29,844.07","30,198.30","30,572.76",2017
TUN,Tunisia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,151.02","3,209.35","3,391.62","3,403.76","3,459.61","3,490.70","3,672.73","3,829.98","3,971.29","4,164.51","4,300.81","4,424.61","4,447.40","4,621.23","4,871.21","4,998.70","5,212.51","5,507.18","5,680.30","5,789.48","5,926.24","5,746.95","5,907.96","6,007.27","6,113.98","6,115.80","6,122.64","6,164.68","6,248.90","6,276.73","6,364.32","6,485.30","6,670.55","6,869.71","7,115.98",2017
TUN,Tunisia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,549.10","5,651.82","5,972.81","5,994.19","6,092.55","6,147.30","6,467.86","6,744.80","6,993.65","7,333.91","7,573.94","7,791.97","7,832.10","8,138.23","8,578.46","8,802.96","9,179.50","9,698.42","10,003.30","10,195.58","10,436.41","10,120.68","10,404.22","10,579.12","10,767.03","10,770.24","10,782.28","10,856.33","11,004.63","11,053.65","11,207.90","11,420.95","11,747.18","12,097.90","12,531.60",2017
TUR,Turkey,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","9,207.67","9,137.24","9,525.84","10,127.21","9,424.30","9,946.55","10,482.99","11,105.37","11,287.14","10,749.70","11,302.06","10,486.66","11,026.73","11,509.01","12,466.28","13,421.67","14,196.66","14,729.99","14,661.12","13,770.37","14,703.65","16,118.88","16,689.28","17,860.57","18,534.85","19,401.90","19,750.24","20,964.15","21,243.15","21,034.74","21,400.50","21,780.97","22,178.86","22,685.20","23,217.91",2018
TUR,Turkey,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","10,801.38","10,718.76","11,174.62","11,880.07","11,055.50","11,668.15","12,297.44","13,027.54","13,240.77","12,610.31","13,258.27","12,301.74","12,935.29","13,501.05","14,624.00","15,744.75","16,653.88","17,279.52","17,198.73","16,153.81","17,248.62","18,908.81","19,577.94","20,951.96","21,742.94","22,760.08","23,168.71","24,592.72","24,920.01","24,675.53","25,104.60","25,550.93","26,017.68","26,611.66","27,236.58",2018
TKM,Turkmenistan,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,"4,936.36","4,398.31","3,545.40","3,217.46","2,945.84","2,571.80","2,707.09","3,115.36","3,651.74","4,347.72","4,980.31","5,771.66","6,550.81","7,325.57","8,037.97","8,822.66","10,001.67","10,484.13","11,266.14","12,707.55","13,860.62","14,989.16","16,237.49","16,977.60","17,783.71","18,711.43","19,656.11","20,195.02","21,203.59","22,220.92","23,306.93","24,428.81","25,599.26",2004
TKM,Turkmenistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,"4,355.61","3,880.86","3,128.29","2,838.93","2,599.27","2,269.24","2,388.61","2,748.84","3,222.12","3,836.23","4,394.39","5,092.64","5,780.12","6,463.74","7,092.32","7,784.70","8,825.00","9,250.70","9,940.71","11,212.54","12,229.95","13,225.72","14,327.19","14,980.23","15,691.50","16,510.08","17,343.61","17,819.13","18,709.04","19,606.69","20,564.93","21,554.82","22,587.57",2004
TUV,Tuvalu,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,320.62","3,176.50","3,083.44","2,918.77","2,964.87","3,112.85","3,317.77","3,131.95","2,996.47","3,191.69","3,030.15","3,135.52","3,165.44","3,441.44","3,532.11","3,632.44","3,773.34","3,911.72","4,067.19","4,223.35","4,381.24","4,534.16","4,640.56",2012
TUV,Tuvalu,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,169.62","3,032.05","2,943.22","2,786.04","2,830.04","2,971.30","3,166.90","2,989.53","2,860.21","3,046.55","2,892.35","2,992.94","3,021.50","3,284.94","3,371.49","3,467.26","3,601.75","3,733.84","3,882.24","4,031.30","4,182.01","4,327.98","4,429.54",2012
UGA,Uganda,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","711,725.21","699,527.71","717,191.50","739,959.90","771,498.13","816,267.36","842,094.13","853,530.53","877,997.85","918,082.38","923,359.83","972,789.30","1,007,843.66","1,032,683.90","1,055,871.31","1,123,746.98","1,163,130.72","1,214,691.30","1,295,748.89","1,354,251.99","1,411,650.53","1,459,359.25","1,445,706.69","1,470,406.84","1,494,317.68","1,533,896.01","1,523,655.78","1,552,683.87","1,598,708.52","1,654,513.06","1,697,709.35","1,749,429.37","1,801,354.12","1,885,037.56","2,014,708.89",2016
UGA,Uganda,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",987.906,970.976,995.494,"1,027.10","1,070.87","1,133.02","1,168.86","1,184.74","1,218.70","1,274.34","1,281.67","1,350.28","1,398.93","1,433.41","1,465.60","1,559.81","1,614.48","1,686.05","1,798.56","1,879.76","1,959.43","2,025.66","2,006.71","2,040.99","2,074.18","2,129.12","2,114.90","2,155.20","2,219.08","2,296.54","2,356.50","2,428.29","2,500.36","2,616.52","2,796.51",2016
UKR,Ukraine,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,"27,016.65","23,087.37","17,975.55","15,925.26","14,491.48","14,151.06","14,014.38","14,108.39","15,083.90","16,008.61","17,004.33","18,769.27","21,136.24","21,955.21","23,767.95","25,869.13","26,569.91","22,646.94","23,670.80","25,044.12","25,148.49","25,212.23","24,930.04","22,582.78","23,230.02","23,928.22","24,817.73","25,662.46","26,541.35","27,485.47","28,476.14","29,545.30","30,647.32",2018
UKR,Ukraine,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,"9,984.96","8,983.86","7,677.25","5,977.41","5,295.63","4,818.86","4,705.66","4,660.21","4,691.47","5,015.85","5,323.35","5,654.46","6,241.35","7,028.44","7,300.77","7,903.56","8,602.27","8,835.30","7,530.79","7,871.26","8,327.93","8,362.64","8,383.83","8,289.99","7,509.46","7,724.69","7,956.86","8,252.65","8,533.55","8,825.80","9,139.75","9,469.18","9,824.71","10,191.16",2018
ARE,United Arab Emirates,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","243,924.61","238,354.55","235,528.81","227,322.67","227,971.34","224,730.92","233,631.18","240,146.70","220,352.65","213,618.33","242,999.00","232,752.99","225,559.24","231,476.44","239,482.32","230,036.13","206,964.81","172,199.24","136,907.11","127,748.91","128,773.53","133,687.25","135,614.13","138,317.64","140,196.02","143,006.29","143,167.55","139,853.03","138,294.71","136,289.35","135,574.57","135,136.07","134,165.67","133,311.82","132,545.05",2005
ARE,United Arab Emirates,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","108,492.40","106,014.96","104,758.13","101,108.22","101,396.73","99,955.46","103,914.11","106,812.07","98,008.10","95,012.82","108,080.71","103,523.51","100,323.88","102,955.72","106,516.57","102,315.11","92,053.48","76,590.51","60,893.33","56,819.96","57,275.69","59,461.21","60,318.24","61,520.70","62,356.16","63,606.11","63,677.84","62,203.61","61,510.50","60,618.56","60,300.64","60,105.61","59,673.99","59,294.22","58,953.18",2005
GBR,United Kingdom,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,318.25","20,026.88","20,050.22","20,510.81","21,255.19","21,715.90","22,213.24","23,107.28","23,813.61","24,491.40","25,250.28","25,867.86","26,401.49","27,159.18","27,651.69","28,303.78","28,827.43","29,324.04","28,983.91","27,558.30","27,807.01","28,029.90","28,248.03","28,645.76","29,265.96","29,717.45","30,001.28","30,366.85","30,607.73","30,785.79","31,051.68","31,364.06","31,677.28","32,013.85","32,358.43",2018
GBR,United Kingdom,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","26,981.17","26,594.25","26,625.24","27,236.87","28,225.36","28,837.14","29,497.58","30,684.80","31,622.75","32,522.80","33,530.54","34,350.65","35,059.27","36,065.42","36,719.45","37,585.37","38,280.74","38,940.21","38,488.53","36,595.42","36,925.70","37,221.67","37,511.34","38,039.49","38,863.07","39,462.62","39,839.53","40,324.98","40,644.85","40,881.30","41,234.38","41,649.20","42,065.13","42,512.08","42,969.65",2018
USA,United States,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","37,454.90","36,920.49","37,717.04","38,253.36","39,314.41","39,894.91","40,920.41","42,232.38","43,613.41","45,167.37","46,514.93","46,498.46","46,847.86","47,738.33","49,103.39","50,360.60","51,310.52","51,758.40","51,210.22","49,479.91","50,361.34","50,781.05","51,556.01","52,146.21","53,079.08","54,229.50","54,726.27","55,661.40","56,936.16","57,934.47","58,826.88","59,532.35","60,135.72","60,757.60","61,410.08",2018
USA,United States,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","36,750.11","36,225.75","37,007.32","37,533.55","38,574.63","39,144.21","40,150.40","41,437.69","42,792.73","44,317.45","45,639.66","45,623.49","45,966.33","46,840.04","48,179.41","49,412.96","50,345.01","50,784.46","50,246.59","48,548.84","49,413.69","49,825.50","50,585.88","51,164.97","52,080.29","53,209.06","53,696.48","54,614.01","55,864.78","56,844.31","57,719.93","58,412.12","59,004.15","59,614.32","60,254.52",2018
URY,Uruguay,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","99,211.69","102,128.45","109,571.43","111,812.47","118,829.32","116,381.78","122,115.02","126,814.35","131,197.88","126,410.13","123,663.60","119,300.91","111,048.25","113,914.44","119,092.01","126,782.07","131,756.25","140,342.15","150,222.50","155,900.76","167,144.89","174,952.61","180,411.61","188,026.99","193,356.12","193,324.95","195,847.91","200,176.23","202,677.75","202,761.64","206,699.08","212,172.14","215,691.79","219,287.95","223,838.75",2015
URY,Uruguay,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","10,073.01","10,369.15","11,124.84","11,352.37","12,064.80","11,816.30","12,398.40","12,875.52","13,320.59","12,834.48","12,555.63","12,112.68","11,274.78","11,565.79","12,091.47","12,872.25","13,377.28","14,249.01","15,252.16","15,828.68","16,970.30","17,763.02","18,317.28","19,090.47","19,631.54","19,628.38","19,884.54","20,323.99","20,577.97","20,586.49","20,986.26","21,541.94","21,899.29","22,264.41","22,726.46",2015
